A,BundeslandId,Altersgruppe,AnzFallM,AnzFallW,AnzTodesfallM,AnzTodesfallW,AnzFall100kM,AnzFall100kW,AnzTodesfall100kM,AnzTodesfall100kW,ObjectId
11001,11,A15-A34,6240,6296,3,1,9348.9,9923.6,4.5,1.6,2215
11001,11,A35-A59,5668,5471,21,7,8148.8,9289.9,30.2,11.9,2216
14626,14,A00-A04,140,125,0,0,2845.5,2600.9,0,0,2217
11002,11,A15-A34,4520,4553,0,0,10068.4,10264.7,0,0,2218
11012,11,A00-A04,328,371,0,0,4897,5855.4,0,0,2219
12070,12,A60-A79,390,419,26,15,3771.4,3700.4,251.4,132.5,2220
14626,14,A05-A14,1320,1293,0,0,11721.9,12012.3,0,0,2221
11002,11,A35-A59,4198,3997,15,5,7131.1,7848.6,25.5,9.8,2222
11012,11,A05-A14,1556,1375,0,0,12561.6,11516.9,0,0,2223
12070,12,A80+,175,350,55,65,6250,7380.9,1964.3,1370.7,2224
14511,14,A60-A79,1892,2063,124,59,6782.3,6095.8,444.5,174.3,2225
14626,14,A15-A34,2887,3299,2,1,14478.4,17759.5,10,5.4,2226
11002,11,A60-A79,908,789,44,16,5567.5,4846.4,269.8,98.3,2227
11012,11,A15-A34,3249,3461,0,0,10434.5,12031.1,0,0,2228
12071,12,A00-A04,140,106,0,0,6508.6,5076.6,0,0,2229
14511,14,A80+,794,1490,187,185,9330.2,10486.3,2197.4,1302,2230
14626,14,A35-A59,5423,7128,29,10,12623.7,17940.2,67.5,25.2,2231
11002,11,A80+,228,385,53,43,7485.2,7640.4,1740,853.3,2232
11012,11,A35-A59,3472,3860,9,3,8171.7,9182.4,21.2,7.1,2233
12071,12,A05-A14,590,553,0,0,12134.9,12034.8,0,0,2234
14521,14,A00-A04,300,291,0,0,4494.4,4553.3,0,0,2235
14626,14,A60-A79,2904,3243,252,100,8494.7,8576.2,737.1,264.5,2236
11003,11,A00-A04,341,336,0,0,2964.4,2948.1,0,0,2237
11012,11,A60-A79,1282,1221,63,39,4713.4,3915,231.6,125,2238
12071,12,A15-A34,915,1072,0,0,11325.7,14545.5,0,0,2239
14521,14,A05-A14,2272,2108,0,0,14965.1,14638.9,0,0,2240
14626,14,A80+,1288,2370,393,429,13496.8,14759.9,4118.2,2671.7,2241
11003,11,A05-A14,1402,1431,0,0,6496.2,7173.3,0,0,2242
11012,11,A80+,428,718,107,94,5533.3,6080.1,1383.3,796,2243
12071,12,A35-A59,1969,2661,4,3,9582.4,13628,19.5,15.4,2244
14521,14,A15-A34,4690,5246,1,1,17522.2,21771.2,3.7,4.2,2245
14627,14,A00-A04,183,186,0,0,3652,3716.3,0,0,2246
11003,11,A15-A34,3460,3806,1,0,7131.5,7548.7,2.1,0,2247
12051,12,A00-A04,37,33,0,0,2443.9,2172.5,0,0,2248
12071,12,A60-A79,1017,1110,55,27,6345.5,6361.4,343.2,154.7,2249
14521,14,A35-A59,8673,11060,35,9,15240.1,20880.1,61.5,17,2250
14627,14,A05-A14,1447,1407,0,0,12430.2,12872.8,0,0,2251
11003,11,A35-A59,4637,4722,6,3,5677,5880.7,7.3,3.7,2252
12051,12,A05-A14,207,197,0,0,6789.1,6790.8,0,0,2253
12071,12,A80+,342,648,74,71,8995.3,9947.8,1946.3,1090,2254
14521,14,A60-A79,4554,5149,254,88,9924.8,10007.8,553.6,171,2255
14627,14,A15-A34,2517,2897,0,0,13015.8,16315.6,0,0,2256
11003,11,A60-A79,1065,1031,50,26,3925.8,3350,184.3,84.5,2257
12051,12,A15-A34,430,388,0,0,5882.4,6105.4,0,0,2258
12072,12,A00-A04,112,99,0,0,2722.4,2585.5,0,0,2259
12072,12,A05-A14,693,567,0,0,8447.1,7178.1,0,0,2260
12072,12,A15-A34,1224,1315,0,0,7432.6,8875.5,0,0,2261
12072,12,A35-A59,2000,2268,2,3,6083.7,7346.9,6.1,9.7,2262
12072,12,A60-A79,774,754,40,24,4039.9,3656.8,208.8,116.4,2263
12072,12,A80+,302,508,82,71,6306.1,6420.6,1712.3,897.4,2264
12073,12,A00-A04,72,55,0,0,3156.5,2662.1,0,0,2265
12073,12,A05-A14,400,366,0,0,7801.8,7642.5,0,0,2266
12073,12,A15-A34,528,589,0,0,5532.9,6741.4,0,0,2267
12073,12,A35-A59,1032,1338,4,1,5038.6,6744.6,19.5,5,2268
12073,12,A60-A79,535,572,28,15,3259.2,3183.1,170.6,83.5,2269
12073,12,A80+,217,410,59,66,5228.9,5983.7,1421.7,963.2,2270
13003,13,A00-A04,95,103,0,0,2086.1,2375.5,0,0,2271
13003,13,A05-A14,479,427,0,0,5806.1,5358.3,0,0,2272
13003,13,A15-A34,1147,1000,0,1,4028.4,3838.2,0,3.8,2273
13003,13,A35-A59,1109,1001,2,2,3255.4,3255.6,5.9,6.5,2274
13003,13,A60-A79,338,400,11,11,1626.7,1562.4,52.9,43,2275
13003,13,A80+,124,189,18,21,1812.3,1659.2,263.1,184.4,2276
13004,13,A00-A04,53,70,0,0,2423.4,3255.8,0,0,2277
13004,13,A05-A14,248,210,0,0,5655.6,5077.4,0,0,2278
13004,13,A15-A34,574,494,0,0,5601.6,5136.7,0,0,2279
13004,13,A35-A59,626,726,5,4,4056.8,4778.5,32.4,26.3,2280
13004,13,A60-A79,275,299,28,10,2592.9,2296.3,264,76.8,2281
13004,13,A80+,126,227,39,29,4113.6,4073.2,1273.3,520.4,2282
13071,13,A00-A04,158,126,0,0,3021.6,2585.1,0,0,2283
13071,13,A05-A14,604,605,0,0,5217.7,5507.5,0,0,2284
13071,13,A15-A34,1203,1292,0,0,5366.5,6391.6,0,0,2285
13071,13,A35-A59,2028,2455,4,1,4483.1,5677.7,8.8,2.3,2286
13071,13,A60-A79,1101,1183,36,21,3218.7,3141.8,105.2,55.8,2287
13071,13,A80+,358,805,50,65,4481.7,5575.2,625.9,450.2,2288
13072,13,A00-A04,143,108,0,0,2957,2295.9,0,0,2289
13072,13,A05-A14,528,475,0,0,4979.7,4657.3,0,0,2290
13072,13,A15-A34,799,887,0,0,4523.1,5364.4,0,0,2291
13072,13,A35-A59,1434,1579,3,1,3525.2,4125.5,7.4,2.6,2292
13072,13,A60-A79,649,652,28,25,2332.5,2207.4,100.6,84.6,2293
13072,13,A80+,209,377,61,67,3394,3747.9,990.6,666.1,2294
14521,14,A80+,1483,3034,275,322,13447.6,15045.1,2493.7,1596.7,2295
14627,14,A35-A59,5051,6671,15,2,11611,16527.5,34.5,5,2296
12051,12,A35-A59,595,667,1,2,4828,5919.9,8.1,17.8,2297
11003,11,A80+,407,773,72,70,5294,5834,936.5,528.3,2298
14522,14,A00-A04,290,258,0,0,4603.2,4312.2,0,0,2299
14627,14,A60-A79,2418,2752,119,55,8079.9,8163.5,397.6,163.2,2300
12051,12,A60-A79,257,253,18,15,2992.9,2529.2,209.6,150,2301
11004,11,A00-A04,276,285,0,0,3943.4,4270.3,0,0,2302
14522,14,A05-A14,1803,1625,0,0,13225.3,12534.7,0,0,2303
14627,14,A80+,1071,2057,258,241,12266.6,14228.4,2955,1667,2304
12051,12,A80+,119,219,27,34,4413.9,4850.5,1001.5,753,2305
11004,11,A05-A14,1182,1056,0,0,9558.5,9052.7,0,0,2306
14522,14,A15-A34,3334,3879,0,0,12379.3,16930.7,0,0,2307
14628,14,A00-A04,260,225,0,0,4628,4357.9,0,0,2308
12052,12,A00-A04,198,200,0,0,9496.4,9794.3,0,0,2309
11004,11,A15-A34,3433,3557,1,0,8870.8,9027.2,2.6,0,2310
14522,14,A35-A59,6564,8276,8,4,12328.6,17092.5,15,8.3,2311
14628,14,A05-A14,1930,1801,0,0,15683.4,15652.7,0,0,2312
12052,12,A05-A14,563,534,0,0,13481.8,13709.9,0,0,2313
11004,11,A35-A59,3736,4000,10,2,7229.9,7382.1,19.4,3.7,2314
14522,14,A60-A79,3269,3608,121,81,8334.2,8335.5,308.5,187.1,2315
14628,14,A15-A34,3229,3751,1,0,15978.8,20027.8,4.9,0,2316
12052,12,A15-A34,961,1005,0,0,8656.9,10419.9,0,0,2317
11004,11,A60-A79,1555,1614,61,39,4694.1,4028.4,184.1,97.3,2318
14522,14,A80+,1188,2187,261,262,11245.7,12138.5,2470.7,1454.2,2319
14628,14,A35-A59,6505,8140,17,6,14840.4,20031,38.8,14.8,2320
12052,12,A35-A59,1293,1577,4,2,7876,10143.4,24.4,12.9,2321
11004,11,A80+,469,874,98,116,5753.9,6614.7,1202.3,877.9,2322
14523,14,A00-A04,147,144,0,0,3429.8,3459.9,0,0,2323
14628,14,A60-A79,3066,3565,152,98,10151.3,10600.7,503.3,291.4,2324
12052,12,A60-A79,655,685,45,25,5839.9,5025.7,401.2,183.4,2325
11005,11,A00-A04,387,408,0,0,5848.6,6573.2,0,0,2326
14523,14,A05-A14,1090,929,0,0,11341.2,10573.6,0,0,2327
14628,14,A80+,1361,2429,368,410,15543.6,17186.7,4202.8,2901,2328
12052,12,A80+,249,501,63,80,7432.8,8964,1880.6,1431.4,2329
11005,11,A05-A14,1586,1495,0,0,12789.3,12536.7,0,0,2330
14523,14,A15-A34,2433,2880,0,0,13120.1,17466.2,0,0,2331
14713,14,A00-A04,370,337,0,0,2306.4,2231.5,0,0,2332
12053,12,A00-A04,31,18,0,0,2660.9,1744.2,0,0,2333
11005,11,A15-A34,2919,3290,1,0,9953.6,11902.2,3.4,0,2334
14523,14,A35-A59,4753,5883,21,12,12287.1,16363.5,54.3,33.4,2335
14713,14,A05-A14,2251,2088,0,0,8344.1,8131.8,0,0,2336
12053,12,A05-A14,188,155,0,0,7895.8,6834.2,0,0,2337
11005,11,A35-A59,2998,3465,14,4,7733.6,8696,36.1,10,2338
11005,11,A60-A79,1133,1147,61,29,4947.6,4260.5,266.4,107.7,2339
11005,11,A80+,379,593,76,85,5910.8,5696.4,1185.3,816.5,2340
11006,11,A00-A04,290,265,0,0,4463.6,4075.7,0,0,2341
11006,11,A05-A14,1023,934,0,0,7440.5,7175.8,0,0,2342
11006,11,A15-A34,2345,2467,0,0,7690.3,8162.1,0,0,2343
11006,11,A35-A59,2862,3370,4,2,6479.5,6533,9.1,3.9,2344
11006,11,A60-A79,1215,1289,72,38,3870.3,3290.4,229.4,97,2345
11006,11,A80+,507,1067,126,191,5235.4,6916.4,1301.1,1238.1,2346
11007,11,A00-A04,407,369,0,0,4731.5,4450.6,0,0,2347
11007,11,A05-A14,1527,1508,0,0,10308.5,10604,0,0,2348
11007,11,A15-A34,3754,4153,0,1,9080.6,9951.1,0,2.4,2349
11007,11,A35-A59,4316,4806,7,5,7314.4,8142.3,11.9,8.5,2350
11007,11,A60-A79,1597,1564,121,56,4753.1,4031.9,360.1,144.4,2351
11007,11,A80+,485,1002,123,176,5871,7361.7,1488.9,1293.1,2352
11008,11,A00-A04,381,321,0,0,4354.3,3980.7,0,0,2353
11008,11,A05-A14,1877,1763,0,0,12642.3,12716.4,0,0,2354
11008,11,A15-A34,5147,5864,0,0,11455.3,12978.9,0,0,2355
11008,11,A35-A59,5131,5427,14,10,9010.8,10219.2,24.6,18.8,2356
11008,11,A60-A79,1475,1481,105,52,5503.9,5012,391.8,176,2357
11008,11,A80+,448,757,123,130,7024.1,7497.3,1928.5,1287.5,2358
11009,11,A00-A04,224,209,0,0,2877,2855.6,0,0,2359
11009,11,A05-A14,913,850,0,0,7630.6,7447,0,0,2360
11009,11,A15-A34,2055,2187,0,0,6496.4,6861.4,0,0,2361
11009,11,A35-A59,2681,2938,7,2,5534.3,6258.9,14.4,4.3,2362
11009,11,A60-A79,875,864,33,20,3673.2,3084.4,138.5,71.4,2363
11009,11,A80+,438,679,84,82,4790,4638,918.6,560.1,2364
12053,12,A15-A34,374,376,0,0,6393.2,6868.8,0,0,2365
14713,14,A15-A34,5966,6112,1,0,7032.1,7130.6,1.2,0,2366
14523,14,A60-A79,2458,2753,183,91,8197.7,7881.9,610.3,260.5,2367
12053,12,A35-A59,584,760,2,4,6224,8366.4,21.3,44,2368
14713,14,A35-A59,6469,6723,13,5,6436.6,7408.5,12.9,5.5,2369
14523,14,A80+,876,1679,260,294,10820.2,11672.7,3211.5,2043.9,2370
12053,12,A60-A79,290,319,22,11,4122.8,3936.8,312.8,135.8,2371
14713,14,A60-A79,2086,2316,97,57,4251.5,3875.1,197.7,95.4,2372
14524,14,A00-A04,404,334,0,0,6290.9,5574.1,0,0,2373
12053,12,A80+,120,220,33,43,6345.8,6567.2,1745.1,1283.6,2374
14713,14,A80+,886,1728,169,211,5505.2,6408.5,1050.1,782.5,2375
14524,14,A05-A14,2011,1849,0,0,14891.9,14383.5,0,0,2376
12054,12,A00-A04,190,189,0,0,3742.4,4042.8,0,0,2377
14729,14,A00-A04,231,257,0,0,4067.6,4594.2,0,0,2378
12054,12,A05-A14,731,712,0,0,7894.2,8220.8,0,0,2379
14729,14,A05-A14,1576,1439,0,0,12686.1,12329.7,0,0,2380
12054,12,A15-A34,1395,1565,0,0,6350.1,6963.3,0,0,2381
14729,14,A15-A34,2176,2596,1,0,10673.5,13520.1,4.9,0,2382
12054,12,A35-A59,1713,1976,3,1,5425.9,6189.7,9.5,3.1,2383
14729,14,A35-A59,4481,5535,4,1,9420.2,12344.2,8.4,2.2,2384
12054,12,A60-A79,580,605,36,21,3721.5,3254.8,231,113,2385
14729,14,A60-A79,1962,2234,50,35,6087.5,6154.6,155.1,96.4,2386
12054,12,A80+,309,597,81,109,6629.5,7786.6,1737.8,1421.7,2387
14729,14,A80+,738,1487,114,171,8832,10516.3,1364.3,1209.3,2388
12060,12,A00-A04,65,74,0,0,1508.8,1885.8,0,0,2389
14730,14,A00-A04,274,279,0,0,6117.4,6633.4,0,0,2390
12060,12,A05-A14,505,458,0,0,5417.9,5294.2,0,0,2391
14730,14,A05-A14,1271,1231,0,0,13982.4,14294,0,0,2392
12060,12,A15-A34,939,1017,0,1,5756.1,6665.8,0,6.6,2393
14730,14,A15-A34,1937,2163,0,0,11543.5,14524.6,0,0,2394
12060,12,A35-A59,1719,2113,5,4,4951.9,6238.4,14.4,11.8,2395
14730,14,A35-A59,3736,4516,10,2,10206.3,13321.5,27.3,5.9,2396
12060,12,A60-A79,726,736,51,29,3213.7,3031.9,225.8,119.5,2397
12060,12,A80+,267,474,83,88,4808.2,5534.2,1494.7,1027.4,2398
12061,12,A00-A04,111,91,0,0,2685.7,2355.1,0,0,2399
12061,12,A05-A14,770,669,0,0,9308.5,8567,0,0,2400
16068,16,A60-A79,543,607,30,19,6028.6,6168.7,333.1,193.1,2401
16068,16,A80+,159,341,35,64,8872.8,10777.5,1953.1,2022.8,2402
16069,16,A00-A04,74,67,0,0,6031,5317.5,0,0,2403
16069,16,A05-A14,304,310,0,0,11098.9,11895.6,0,0,2404
16069,16,A15-A34,727,895,0,0,13003,18677,0,0,2405
16069,16,A35-A59,1522,1813,5,5,12792.1,17007.5,42,46.9,2406
16069,16,A60-A79,820,848,53,32,10142.2,9751.6,655.5,368,2407
16069,16,A80+,251,508,80,101,13921.2,15398.6,4437,3061.5,2408
16070,16,A00-A04,181,147,0,0,8167.9,7057.1,0,0,2409
16070,16,A05-A14,629,588,0,0,13300.9,13315.2,0,0,2410
16070,16,A15-A34,1050,1113,0,0,9351.6,12529.6,0,0,2411
16070,16,A35-A59,1818,2112,5,2,9805.8,12383.5,27,11.7,2412
16070,16,A60-A79,851,929,62,25,6546.2,6344.3,476.9,170.7,2413
16070,16,A80+,316,609,83,85,9657.7,10990.8,2536.7,1534,2414
16071,16,A00-A04,104,102,0,0,5526,5730.3,0,0,2415
16071,16,A05-A14,362,342,0,0,8916.3,8429.9,0,0,2416
16071,16,A15-A34,682,786,0,0,9944.6,11903.7,0,0,2417
16071,16,A35-A59,1221,1386,3,0,7984.6,9708.6,19.6,0,2418
16071,16,A60-A79,519,568,20,13,4936.3,5080,190.2,116.3,2419
16071,16,A80+,136,248,27,27,6373,6787.1,1265.2,738.9,2420
16072,16,A00-A04,72,69,0,0,7142.9,7012.2,0,0,2421
16072,16,A05-A14,351,330,0,0,15565.4,15573.4,0,0,2422
16072,16,A15-A34,684,721,0,0,13959.2,16905,0,0,2423
16072,16,A35-A59,1329,1516,10,3,12819.5,15881,96.5,31.4,2424
16072,16,A60-A79,654,742,36,18,8596.2,8708.9,473.2,211.3,2425
16072,16,A80+,223,425,63,62,11536.5,12009,3259.2,1751.9,2426
16073,16,A00-A04,77,62,0,0,3873.2,3356.8,0,0,2427
16073,16,A05-A14,391,297,0,0,9322.8,7469.8,0,0,2428
16073,16,A15-A34,923,994,0,1,11079.1,13678.3,0,13.8,2429
16073,16,A35-A59,1746,2214,7,3,9651.2,13290.9,38.7,18,2430
16073,16,A60-A79,933,993,59,41,6647.7,6417.2,420.4,265,2431
16073,16,A80+,330,692,97,124,8999.2,10467.4,2645.2,1875.7,2432
16074,16,A00-A04,96,108,0,0,5811.1,6371.7,0,0,2433
16074,16,A05-A14,393,405,0,0,10298.7,11215.7,0,0,2434
16074,16,A15-A34,725,767,0,0,10395.8,12094,0,0,2435
16074,16,A35-A59,1370,1648,4,1,9008.4,11602.4,26.3,7,2436
16074,16,A60-A79,645,723,26,18,5922.3,6164.7,238.7,153.5,2437
16074,16,A80+,206,357,55,51,7929.2,8713.7,2117,1244.8,2438
16075,16,A00-A04,90,76,0,0,5642.6,4960.8,0,0,2439
16075,16,A05-A14,340,315,0,0,9661.8,9536.8,0,0,2440
16075,16,A15-A34,967,1047,0,0,14366.4,17912.7,0,0,2441
16075,16,A35-A59,1784,2270,8,3,12286.5,17081.8,55.1,22.6,2442
16075,16,A60-A79,928,975,46,16,8731.7,8437.9,432.8,138.5,2443
16075,16,A80+,285,470,65,67,11020.9,10377.6,2513.5,1479.4,2444
16076,16,A00-A04,110,97,0,0,6221.7,5712.6,0,0,2445
16076,16,A05-A14,437,395,0,0,10394.9,10227.9,0,0,2446
16076,16,A15-A34,1009,1137,0,0,13713,17911.2,0,0,2447
16076,16,A35-A59,2036,2572,5,4,11873.8,16173,29.2,25.2,2448
16076,16,A60-A79,1084,1129,55,25,7940.2,7492.7,402.9,165.9,2449
16076,16,A80+,361,737,78,86,10226.6,12022.8,2209.6,1402.9,2450
16077,16,A00-A04,135,114,0,0,8369.5,7490.1,0,0,2451
16077,16,A05-A14,433,425,0,0,12357.3,12174.2,0,0,2452
16077,16,A15-A34,963,1036,1,0,14060.4,16856.5,14.6,0,2453
16077,16,A35-A59,1764,2242,6,4,11347,15646.6,38.6,27.9,2454
16077,16,A60-A79,905,1011,56,33,7325,7248.9,453.3,236.6,2455
16077,16,A80+,358,789,98,131,10693,13827.5,2927.1,2295.8,2456
15086,15,A00-A04,57,60,0,0,3023.9,3320.4,0,0,2457
15086,15,A05-A14,222,263,0,0,5660.4,6852.5,0,0,2458
15086,15,A15-A34,409,432,0,0,5459.9,6721.6,0,0,2459
15086,15,A35-A59,811,973,2,1,4855.4,6337.5,12,6.5,2460
15086,15,A60-A79,417,410,27,13,3540.2,3222.8,229.2,102.2,2461
15086,15,A80+,199,357,61,59,7345.9,7489,2251.8,1237.7,2462
15087,15,A00-A04,89,105,0,0,3764.8,4627.6,0,0,2463
15087,15,A05-A14,546,517,0,0,9969,10052.5,0,0,2464
15087,15,A15-A34,828,917,1,0,7805.4,9776.1,9.4,0,2465
15087,15,A35-A59,1607,2011,3,2,6846.5,9177.6,12.8,9.1,2466
15087,15,A60-A79,926,1002,46,28,4886.8,4776.2,242.8,133.5,2467
15087,15,A80+,366,724,89,79,7656.9,8663.4,1861.9,945.3,2468
15088,15,A00-A04,188,183,0,0,4840.4,4882.6,0,0,2469
15088,15,A05-A14,996,965,0,0,11805.1,12149.1,0,0,2470
15088,15,A15-A34,1390,1544,0,1,8886.9,10855.7,0,7,2471
15088,15,A35-A59,2667,3128,13,3,7870,9856.3,38.4,9.5,2472
15088,15,A60-A79,1202,1241,72,39,5097.8,4762.3,305.4,149.7,2473
15088,15,A80+,414,882,111,146,7858.8,9769.6,2107.1,1617.2,2474
15089,15,A00-A04,157,121,0,0,4235.2,3519.5,0,0,2475
15089,15,A05-A14,769,682,0,0,9809.9,9150.7,0,0,2476
15089,15,A15-A34,1315,1358,0,0,8144.9,9361,0,0,2477
15089,15,A35-A59,2182,2657,11,3,6546.1,8518.5,33,9.6,2478
15089,15,A60-A79,1115,1236,73,40,4571.2,4381,299.3,141.8,2479
15089,15,A80+,500,973,106,113,8200.8,8732.7,1738.6,1014.2,2480
15090,15,A00-A04,90,76,0,0,3982.3,3573.1,0,0,2481
15090,15,A05-A14,282,301,0,0,5954.4,6466.2,0,0,2482
15090,15,A15-A34,653,728,0,0,6607.3,8258.7,0,0,2483
15090,15,A35-A59,1139,1360,13,6,5781.7,7326.8,66,32.3,2484
15090,15,A60-A79,630,642,54,24,4352.6,4025.6,373.1,150.5,2485
15090,15,A80+,205,357,60,70,6097.6,5986.9,1784.7,1173.9,2486
15091,15,A00-A04,110,107,0,0,4541.7,4793.9,0,0,2487
15091,15,A05-A14,577,512,0,0,11190.8,10449,0,0,2488
15091,15,A15-A34,918,1043,0,0,8994.7,11837.5,0,0,2489
15091,15,A35-A59,1625,2083,5,2,7383.7,10090.1,22.7,9.7,2490
15091,15,A60-A79,882,891,63,31,5215.8,4690.2,372.6,163.2,2491
15091,15,A80+,308,626,92,114,6985.7,8357.8,2086.6,1522,2492
16051,16,A00-A04,192,195,0,0,3835.4,3851.5,0,0,2493
16051,16,A05-A14,798,761,0,0,8216.6,8287.1,0,0,2494
16051,16,A15-A34,2178,2387,0,1,8542.9,9216.2,0,3.9,2495
16051,16,A35-A59,2678,3075,7,5,7397.2,8976.8,19.3,14.6,2496
16051,16,A60-A79,994,1082,51,30,4569.9,4191.5,234.5,116.2,2497
16051,16,A80+,381,766,96,105,6599.7,8031.9,1662.9,1101,2498
16052,16,A00-A04,120,118,0,0,6256.5,6406.1,0,0,2499
16052,16,A05-A14,413,380,0,0,10614.2,10462.6,0,0,2500
16052,16,A15-A34,954,1028,1,0,11596,13250.8,12.2,0,2501
16052,16,A35-A59,1428,1650,6,3,9484,11599.3,39.8,21.1,2502
16052,16,A60-A79,725,840,60,26,5988.8,5860.2,495.6,181.4,2503
16052,16,A80+,274,534,66,76,8366.4,9111.1,2015.3,1296.7,2504
16053,16,A00-A04,126,125,0,0,4770.9,5006,0,0,2505
16053,16,A05-A14,429,396,0,0,8616.2,8430.9,0,0,2506
16053,16,A15-A34,1129,1067,0,0,6640.4,6917.8,0,0,2507
16053,16,A35-A59,1113,1223,1,0,6336.1,7695.7,5.7,0,2508
16053,16,A60-A79,382,387,21,3,3811.6,3263.3,209.5,25.3,2509
16053,16,A80+,181,307,32,40,5720.6,6154.8,1011.4,801.9,2510
16054,16,A00-A04,31,30,0,0,5024.3,5263.2,0,0,2511
16054,16,A05-A14,145,128,0,0,10877.7,10457.5,0,0,2512
16054,16,A15-A34,384,379,0,0,11535,14454.6,0,0,2513
16054,16,A35-A59,559,614,5,5,9461.7,10927.2,84.6,89,2514
16054,16,A60-A79,299,337,24,12,5659.7,5379.1,454.3,191.5,2515
16054,16,A80+,108,207,34,46,7621.7,9375,2399.4,2083.3,2516
16055,16,A00-A04,86,82,0,0,5657.9,5582,0,0,2517
16055,16,A05-A14,316,313,0,0,10063.7,10503.4,0,0,2518
16055,16,A15-A34,520,582,1,0,6691.5,7657.9,12.9,0,2519
16055,16,A35-A59,713,840,3,0,6706.2,8010.7,28.2,0,2520
16055,16,A60-A79,272,287,21,9,4197.5,3666.3,324.1,115,2521
16055,16,A80+,116,239,30,48,6118.1,7251.2,1582.3,1456.3,2522
16061,16,A00-A04,152,139,0,0,6129,5892.3,0,0,2523
16061,16,A05-A14,443,444,0,0,9046.4,9310.1,0,0,2524
16061,16,A15-A34,924,987,1,0,10054.4,11962.2,10.9,0,2525
16061,16,A35-A59,1471,1713,4,0,8088.2,10245.2,22,0,2526
16061,16,A60-A79,833,849,47,23,6763,6559,381.6,177.7,2527
16061,16,A80+,303,566,78,108,10982.2,12331.2,2827.1,2352.9,2528
16062,16,A00-A04,59,56,0,0,3369.5,3560.1,0,0,2529
16062,16,A05-A14,253,236,0,0,6865.7,6805.1,0,0,2530
16062,16,A15-A34,465,489,1,0,5785,7115.8,12.4,0,2531
16062,16,A35-A59,860,962,3,1,6041.4,7188.8,21.1,7.5,2532
16062,16,A60-A79,386,385,18,9,3678.6,3291.2,171.5,76.9,2533
16062,16,A80+,108,187,22,19,3915.9,4152.8,797.7,421.9,2534
16063,16,A00-A04,153,151,0,0,4508,4849.1,0,0,2535
16063,16,A05-A14,682,627,0,0,9297.9,9492.8,0,0,2536
16063,16,A15-A34,1582,1667,1,0,10908.8,13122.9,6.9,0,2537
16063,16,A35-A59,2876,3335,14,1,9879.8,12324,48.1,3.7,2538
16063,16,A60-A79,1313,1338,74,32,6492.3,6037.6,365.9,144.4,2539
16063,16,A80+,420,782,100,119,8084.7,9164.4,1924.9,1394.6,2540
16064,16,A00-A04,79,67,0,0,3506.4,3051,0,0,2541
16064,16,A05-A14,409,433,0,0,8496.1,9550.1,0,0,2542
16064,16,A15-A34,964,1075,0,0,10543.6,12892.8,0,0,2543
16064,16,A35-A59,1726,2161,5,4,9499.7,12727.5,27.5,23.6,2544
16064,16,A60-A79,881,953,53,30,6820.5,6878.4,410.3,216.5,2545
16064,16,A80+,360,650,88,102,11497.9,12106.5,2810.6,1899.8,2546
16065,16,A00-A04,62,57,0,0,4441.3,4298.6,0,0,2547
16065,16,A05-A14,386,331,0,0,12043.7,11378.5,0,0,2548
16065,16,A15-A34,595,676,0,0,9456.5,12513.9,0,0,2549
16065,16,A35-A59,1036,1382,1,1,7925.9,11345.5,7.7,8.2,2550
16065,16,A60-A79,544,588,33,20,5370.2,5243.4,325.8,178.3,2551
16065,16,A80+,196,422,40,61,8170.1,10557.9,1667.4,1526.1,2552
16066,16,A00-A04,148,142,0,0,6008.9,6001.7,0,0,2553
16066,16,A05-A14,583,608,0,0,10683.5,12006.3,0,0,2554
16066,16,A15-A34,1446,1498,1,0,12642.1,15694.1,8.7,0,2555
16066,16,A35-A59,2471,3092,7,11,11060.4,14965.4,31.3,53.2,2556
16066,16,A60-A79,1411,1468,80,47,8639.5,8239.3,489.8,263.8,2557
16066,16,A80+,473,811,135,146,11596,12144.4,3309.6,2186.3,2558
16067,16,A00-A04,134,128,0,0,4688.6,4666.4,0,0,2559
16067,16,A05-A14,596,640,0,0,9916.8,11017.4,0,0,2560
16067,16,A15-A34,1568,1769,0,0,12367.9,15837.1,0,0,2561
16067,16,A35-A59,2647,3161,6,3,10744.9,13909.2,24.4,13.2,2562
16067,16,A60-A79,1075,1153,51,19,6459.6,6245.6,306.5,102.9,2563
16067,16,A80+,397,728,69,77,9557.1,10903.1,1661,1153.2,2564
16068,16,A00-A04,63,81,0,0,4123,5890.9,0,0,2565
16068,16,A05-A14,220,206,0,0,6740.2,6832.5,0,0,2566
16068,16,A15-A34,579,620,0,0,9742.6,11689.3,0,0,2567
16068,16,A35-A59,1110,1224,1,1,8558.2,10281.4,7.7,8.4,2568
